song_name,region,info,song_content
Sendeki Kaşlar Bende Olaydı,İstanbul,İstanbul-Nuri Halil Poyraz-Muzaffer Sarısözen,Sendeki Kaşlar Bende De Olaydı Vay Kaşları Senden Rastığı Benden Ela Gözlü Küçük Hanım Da Ayrılmam Ben Senden Sendeki Gözler Bende De Olaydı Vay Gözleri Senden Sürmesi Benden Ela Gözlü Küçük Hanım Da Ayrılmam Ben Senden Sendeki Saçlar Bende De Olaydı Vay Saçları Senden Tarağı Benden Ela Gözlü Küçük Hanım Da Ayrılmam Ben Senden
Senden Bana Yar Olmaz,Artvin,Artvin-Hasan Çıtak-Muzaffer Sarısözen,Senden Bana Yar Olmaz Olsa Vefakar Olmaz  Kışa Çevirme Yazımı  Çalıp Dinletme Sazımı  Küstürüp Sen Al Nazımı  Yaralıyam Yaralı Her Ağaçta Bar Olmaz Seven Bahtiyar Olmaz  Kışa Çevirme Yazımı  Çalıp Dinletme Sazımı  Küstürüp Sen Al Nazımı  Yaralıyam Yaralı
Senden Midir Benden Midir,,Seyyid Nizamoğlu-Yavuz Top,Yandıklarım Şam-ı Seher Sendenmidir Bendenmidir Başımdaki Aşktan Eser Sendenmidir Bendenmidir Bağrımdaki Taşım Benim Gözümdeki Yaşım Benim Dert Oldu Yoldaşım Benim Sendenmidir Bendenmidir
Senden İsterim,,Musa Eroğlu,Urum Ellerine Bir Can Gönderdim Ya Ali Sen Gönder Senden İsterim Bakmaz Mısın Kebap Oldu Ciğerim Ya Ali Sen Gönder Senden İsterim Gariptir Bilemez Uzak Yolları Kerem Eyle Şaşırtmasın Belleri Gezdirmeyesin Dost Gurbet Elleri Ya Ali Sen Gönder Senden İsterim Yaralının Yarasını Sarmalı İsteyenin Muradını Vermeli Yüz Akıyla Sılasına Varmalı Ya Ali Sen Gönder Senden İsterim Derviş Mehemmedim Hünkarım Canım Pervane Olmuşum Yandırma Beni Şah Sultan Derdinden Delidir Deli Ya Ali Sen Gönder Senden İsterim
Seni Benden Ayırırlar,,Muhlis Akarsu,Seni Benden Ayırırlar Demedim Mi Yar Ben Sana Elaleme Duyururlar Demedim Mi Yar Ben Sana Bir Kuş Gibi Kafesteyim Ya Ben Kimden Ne İsteyim Yaralandım Çok Hastayım Demedim Mi Yar Ben Sana İkrarımız Yolda Kalır Dağlarımız Duman Olur Başımıza Neler Gelir Demedim Mi Yar Ben Sana Bahar Gelir Güller Açar Kimi Konar Kimi Göçer Akarsu'yum Bu Da Geçer Demedim Mi Yar Ben Sana
Seni Sevdim Bir Gül Gibi,,İzzet Altınmeşe,Seni Sevdim Bir Gül Gibi (Vay Vay) Sarardı Benzim Kül Gibi (Vay Vay) Ortada Kaldım El Gibi (Vay Vay) Sevdiğime Pişman Ettin (Vay Vay)   Elim Kollarım Budandı (Vay Vay)   Bıçak Kemiğe Dayandı (Vay Vay)   Demek Sevdan Bir Yalandı (Vay Vay)   Sevdiğime Pişman Ettin (Vay Vay) Saçlarıma Karlar Yağdı (Vay Vay) Hasretin Bağrım Dağladı (Vay Vay) Gönül Çaresiz Ağladı (Vay Vay) Sevdiğime Pişman Ettin (Vay Vay)   Elim Kollarım Budandı (Vay Vay)   Bıçak Kemiğe Dayandı (Vay Vay)   Demek Sevdan Bir Yalandı (Vay Vay)   Sevdiğime Pişman Ettin (Vay Vay)
Senin Dükkan Benim Dükkan Demirden,Denizli,Denizli/Çivril/Çal-Sıdıka Saraçoğlu-Muzaffer Sarısözen,Senin Dükkan Benim Dükkan Demirden Kaşlar Değil Gözler Beni Delirden Sen Değil Misin Pencereden El Eden Ak Elleri On Parmağı Kınalı Benim Sevdiceğim Keklik Simalı Keten Gömlek Geyme Dedim Geymişsin Yenlerini Oyma Dedim Oymuşsun Ben Gideli Bal Kaymağa Dönmüşsün Kaymağın Üstünde Bal Eğlenir Mi Çirkinin Yanında Yâr Eğlenir Mi
Senin O Tektirin Bize Abestir (Kocabey Sorağı),Ardahan,Ardahan/Posof-Aşık Müdami,Senin O Tektirin Bize Abestir  Bu Yiğitlik Sana Kimden Mirastır  Eğer Ki Kulluğan Verirsen Destur    İnan Üçten Beşten Senden    Geride Kalan Değilem Oğul  Kavga Görmeyince Açılmaz Aynım  Benimle Beraber Mustafa Kaynım  Eğer Ki Kavgada Kızarsa Beynim    İnan Üçten Beşten Senden    Geride Kalan Değilem Oğul Kocabey'em Çok Diyarlar Gezmişem  Nice Nice Alayları Bozmuşam  Bin Kelleyi Bir Cidaya Dizmişem    İnan Üçten Beşten Senden    Geride Kalan Değilem Oğul
Senin Sevdan Geldi Geçti (Yalan İmiş),,Kenan Vardık,Senin Sevdan Geldi Geçti Ya Bende Ki Ne Olacak Al Götür Sevdanı Benden Yoksa Sebebim Olacak Al Götür Sevdanı Benden Bu Canıma Mal Olacak   Yalan İmiş Yalan İmiş   Aşkın Sevdan Yalan İmiş   Yar Diye Cana Sardığım   Meğerse Bir Yılan İmiş Bir Yabancı Ellerdeyim Adım Çıkmış Dillerdeyim Kayboldum Gittim Deryanda Bilmiyorum Ne Haldeyim Kayboldum Gittim Deryanda Bilmiyorum Ne Haldeyim   Yalan İmiş Yalan İmiş   Aşkın Sevdan Yalan İmiş   Yar Diye Cana Sardığım   Meğerse Bir Yılan İmiş
Senin Yazın Kışa Benzer,,Tamaşvarlı Aşık Hasan-Kazım Birlik,Senin Yazın Kışa Benzer Bir Edalı Başa Benzer Çok İçmiş Sarhoşa Benzer Duman Eksilmeyen Dağlar  Ah Dağlar Ah Ulu Dağlar   Eşinden Ayrılan Ağlar Serviye Benzer Meşesi Del’ Olup Aşka Düşesi Top Top Olmuş Menevşesi Burcu Burcu Kokan Dağlar  Ah Dağlar Ah Ulu Dağlar   Eşinden Ayrılan Ağlar Mor Menevşe Boyun Eğmiş Yapracığı Suya Değmiş Yazın Yeşil Kemha Girmiş Kışın Sade Giyen Dağlar  Ah Dağlar Ah Ulu Dağlar   Eşinden Ayrılan Ağlar Ben O Dağdan Geldim Geçtim Boz Bulanık Suyun İçtim Ben O Yarden Ayrı Düştüm Gördünüz Mü Bakan Dağlar  Ah Dağlar Ah Ulu Dağlar   Eşinden Ayrılan Ağlar Yükseklerde Yurdun Mu Var Şahinlerin Kurdun Mu Var Bencileyin Derdin Mi Var Gözyaşları Akan Dağlar  Ah Dağlar Ah Ulu Dağlar   Eşinden Ayrılan Ağlar
Senin İçin Ağladım (Hasretim Sana),,Abuzer Karakoç,Senin İçin Ağladım Doyasıya Sevdiğim Aramızda Sıra Dağlar Yollar Çok Uzak   Ah Yollar Çok Uzak   Uzaklığın Ötesinde   Kalın Duvar Demir Kapı Var   Ah Hasretim Sana Param Yok Ama Gülüm Sana Bir Cüzdan Yaptım Göz Nuru  El Emeğimi Boncuk Boncuk İşledim   Ah Yollar Çok Uzak   Uzaklığın Ötesinde   Kalın Duvar Demir Kapı Var   Ah Hasretim Sana Toroslar da Fırtına  Bolu Dağı’nda Kar Var İstanbul'da Sevdiğim Yanar Yürekler Yanar   Ah Yollar Çok Uzak   Uzaklığın Ötesinde   Kalın Duvar Demir Kapı Var   Ah Hasretim Sana Dinsin Fırtına Gülüm Erisin Dağlarda Kar Hasretlik Sona Ersin Ülkeme Gelsin Bahar   Ah Yollar Çok Uzak   Uzaklığın Ötesinde   Kalın Duvar Demir Kapı Var   Ah Hasretim Sana
Sennen Ayrı Bu Dünyayı Neylerem,Kars,Kars-Süleyman Karabağ-Mehmet Özbek,Sennen Ayrı Bu Dünyayı Neylerem Koyma Meni Yana Yana Sevdiğim (Ay Balam Sevdiğim) Ölene Dek Ataşına Narına Dolanıram Döne Döne Sevdiğim (Ay Balam Sevdiğim)  Yeri Yeri Anen Ölsün  Men Sene Gıymıram Gaynenen Ölsün  Ay Balam Goy Ölsün Felek Beni Koydu Gönlü Yaralı Kesildi Kısmetim Düştüm Aralı Laçın Vurmuş Turna Gibi Yaralı Bölenmişem Kızıl Kana Sevdiğim  Yeri Yeri Anen Ölsün  Men Sene Gıymıram Gaynenen Ölsün  Ay Balam Goy Ölsün
Sensin Efendim,,Kemal Eroğlu-Emre Saltık,Varıpta Derdime Derman Aradım Derdimin Dermanı Sensin Efendim Kırıldı Dalımdan Kolum Kanadım Derdimin Dermanı Sensin Efendim Nice Gurbetleri Gezdim Dolandım Benden Dertli Gördüm Halına Yandım Bazen Gerçek Oldum Bazen Yalandım Derdimin Dermanı Sensin Efendim Gel Bu Dertli Kula Eyleme Firak Uzatma Arayı Olma Sen Irak Olalım Hasbuhal Gerçeye Varak Eroğlu'na Lokman Sensin Efendim
Sensiz Uzun Geceler Yuhum Çekiler,Azerbaycan,Azerbaycan-Zeynep Hanlarova-Banttan Yazıldı,Sensiz Uzun Geceler Yuhum Çekiler Üstüme Dünyanın Odu Töküler Sensiz Aşığının Yâr Beli Büküler Olaram Gurbanın Seninle Her Anın  Hesretindeyem Hesretindeyem Hayat Mehrabının Şemi Sen Oldun Ağzımın Bal Tadan Taamı Sen Oldun Behtimin Şerbeti Yâr Ezmi Sen Oldun Bes Nedir Fermanın Seninle Her Anın  Hesretindeyem Hesretindeyem Rahim'in Varsa Da Derde Dözümü Sevdiğim Yollarda Goyma Gözümü  Gurbanlık İstersen Yâr Deyim Özümü Olaram Gurbanın Seninle Her Anın  Hesretindeyem Hesretindeyem
Sepet Almış Bağa Girmiş Aman Üzülme,Kütahya,Kütahya-İsmail Hakkı Özveren-Muzaffer Sarısözen,Sepet Almış Bağa Girmiş (Aman) Üzüme  Bir İncecik Sızı Girdi Dizime  Ayrılık Sürmesin Çekmiş (Aman) Gözüne  Siyah Miyah Avrupa Al Yanağa Perd'oldu Perd'oldu  Ayva Dibi Serin Olur (Aman) Yatmaya  Kızlar Gelir Pencereden Bakmaya  Elmas Yüzük İstiyor (Aman) Takmaya  Elmas Yüzük Al Yanağa Perd'oldu Perd'oldu  (Ak Elleri Al Yanağa Perd'oldu Perd'oldu)
Sepet Sepet Yumurta,Rumeli,Rumeli/Kırcaali-Aydın Çakır-Rüstem Avcı,Sepet Sepet Yumurta (Meliha'm) Yâr Sen Beni Unutma Sen Beni Unutursan Göz Yaşını Kurutma Meliha'm Meliha'm Aman İndim Bahçeye Durdum (Meliha'm) Yıldızlı Para Buldum Sen Beni Beğenmedin Ben Dayısını Buldum Meliha'm Meliha'm Aman Bahçede Yeşil Yonca (Meliha'm) Gel Öpeyim Doyunca Öpmeye Faydası Yok Yanımda Olmayınca Meliha'm Meliha'm Aman
Sepetçioğlu Bir Ananın Kuzusu,Kastamonu,Kastamonu-Mümin Meydani-Avni Özbenli-Muzaffer Sarısözen,"Sepetçioğlu Bir Ananın Kuzusu Hiç Gitmiyor Kollarımdan Efem De Sızısı Vay Vay  Böyle İmiş Alnımızın Yazısı Yassıl Dağlar Yassıl,  Osman Efem De Geliyor Vay Vay Kalk Gidelim Kışla Önüne Aşağı Salıvermiş İnce Belden Efem De Kuşağı Vay Vay Yaman Olur Kastamonu Uşağı  Yassıl Dağlar Yassıl,  Osman Efem De Geliyor Vay Vay"
Serenler,Burdur,Burdur-Hasan Tepeli-Muzaffer Sarısözen,Serenler Serenler Yüksek Serenler Ben Gidiyorum Mamur Olsun Viranlar Ahret Hakkın Helal Eylen Yarenler   Aman Allah Nedir Bunun Çaresi   Yaktı Beni Kaşlarının Karası Şu Burdur'dan Gece Geçtim Görmedim On Yerimden Hançer Yedim Ölmedim Baş Çeşmeden Sular İçtim Kanmadım   Aman Allah Nedir Bunun Çaresi   Yaktı Beni Kaşlarının Karası
Sergenin Başı İn Gibice,Çankırı,Çankırı/Çerkeş-Yöre Ekibi-Muzaffer Sarısözen,Sergenin Başı İn Gibice İçinde Şaşılar Da Cin Gibice (A-Be) Kara Kızın Bacağı Mum Gibice  Hatır İçin Irgala Da Kuzum Bana Gel (A-Be)  Hatır İçin Irgala Da Kuzum Bana Gel (I-I) Kara Taşdan Arabayı Yüklettim Baklavayı Böreği Lüplettim (A-Be) Baklavayı Böreği Lüplettim (I-I) Kara Kızı Evde Beklettim  Hatır İçin Irgala Da Kuzum Bana Gel (A-Be)  Hatır İçin Irgala Da Kuzum Bana Gel (I-I)
Servi Kavak Uzun Kavak,Eskişehir,Eskişehir-Kemal Poyraz-Mustafa Hoşsu-Muzaffer Sarısözen,"Servi Kavak Uzun Kavak Dalin Malin Kurusun (Aman Aman) Yeşil Meşil Yaprakların Suda Muda Çürüsün (Aman Aman) Herkes Sevdiğini Belalım Alsın Yürüsün (Aman Aman)  Al Gel Sedefli Sazını Da Gostak Efem Oynasın   Al Gel Sedefli Sazını Da Bıçkın Efem Oynasın  A Garınca Garınca,Gara Mara Garınca (Aman Aman) Hamamdan Geliyor A Canım,Gelin De Görümce (Aman Aman) Her Yanlarım Gevşiyor Belalım O Yari De Görünce (Aman Aman)  Al Gel Sedefli Sazını Da Gostak Efem Oynasın   Al Gel Sedefli Sazını Da Bıçkın Efem Oynasın"
Sevda Gitmiyor Serden,Kırşehir,Kırşehir-Neşet Ertaş-TRT İstanbul,Sevda Gitmiyor Serde (De Amanın Leyla Leyla)  Düşürdün Beni Derde De (Söyle Yarim Söyle)  Zülüflerin Dökülmüş (De Amanın Leyla Leyla)  Al Yanağına Perde (De Eyle Yarim Eyle)  Kaşların Kara Kara (Da Amanın Leyla Leyla)  Gözlerin Derde Çare (De Eyle Yarim Eyle)  Senin İçin Yanarım (Da Amanın Leyla Leyla)  Kerem Misali Derde (De Böyle Yarim Böyle)  Garibim Böyle  Yarim (De Amanın Leyla Leyla)  Merhamet Eyle Yarim (Eyle Yarim Eyle)  Suçum Nedir Bilmiyom (De Amanın Leyla Leyla)  Ne İse Söyle Yarim Söyle (Söyle Yarim Söyle)
Sevda Olmasaydı,Kırşehir,Kırşehir-Neşet Ertaş-TRT İstanbul,Sevda Olmasaydı (Da) Gönülle Dolmasaydı Dünya Neye Yarardı (Da) Güzeli Olmasaydı   Nar Danesi Danesi  Seviyom Merdanesi  Güzellerin İçinde  Sevdiğim Bir Danesi  O Yar Zülfünü Darar (Da) Gönül Yarini Arar  Bu Dünyada Sevmeyenler (Da) Ahrette Neye Yarar   Nar Danesi Danesi  Seviyom Merdanesi  Güzellerin İçinde  Sevdiğim Bir Danesi  Sevda Ömür Çürüdür Hasbahçenin Gülüdür  Sevmeyeni Neyleyim (De) Sevenim Sevgilidir   Nar Danesi Danesi  Seviyom Merdanesi  Güzellerin İçinde  Sevdiğim Bir Danesi
Sevda Vadisine Düştüm Gamlıyam Şahım Ali,,Neyzen Tevfik-Devran Baba,Sevda Vadisine Düştüm Gamlıyam Şahım Ali Kimsesiz Kaldım Karanlık Günde Gümrahım Ali Doğmuyor Mihr-i Ümidim Çıkmıyor Mahım Ali Gelmiyor Mu Kulağına Ah-u Eyvahım Ali   Merhamet Et Halime Her Şeye Agahım Ali   Var Mı Senden Başka Söyle İlticagahım Ali Bir Günahkar İnsanım Ben Yok Yüzüm Peygambere İstemem Bir Türlü Gitmek Böyle Huzur Mahşere Tesadüf Eylerim Derken Belki Bir Gün Rehbere Düşmüşem Elsiz Ayaksız Bak Aslan-ı Haydare   Merhamet Et Halime Her Şeye Agahım Ali   Var Mı Senden Başka (Gayrı) Söyle İlticagahım Ali Çıkmıyor Bir An Ciğerden Derd-i Sevda Hançeri Hakkın Aşkına Esir Olduğum Günlerden Beri Zikreylerim İsmini Ben Kalu Beladan Beri O Kadar Yandım Yakıldım Ki Unuttum Her Yeri   Merhamet Et Halime Her Şeye Agahım Ali   Var Mı Senden Başka (Gayrı) Söyle İlticagahım Ali
Sevdan İle Düştüm Yaban Ellere,,Özer Şenay,Sevdan İle Düştüm Yaban Ellere Dalıp Çıktım Ateşlere Küllere Giyin Demir Çarık Gel Ardın Sıra Dağlara Yollara Çöllere Diyardan Diyara Bir Yol Sor Beni Yarim Yarim Bul Beni Yarim Yarim Gör Beni Yarim Yarim Ah Beni Beni Sen Kalem Ol Ben De Kağıt Yaz Beni Yarim Yarim Çiz Beni Yarim Yarim Çöz Beni Yarim Yarim Ah Beni Beni Kurban Olam Mızrap Tutan Ellere Yanık Yanık Türkü Diyen Dillere Dertli Dertli Name Çalan Tellere Dağlara Yollara Çöllere Diyardan Diyara Bir Yol Sor Beni Yarim Yarim Bul Beni Yarim Yarim Gör Beni Yarim Yarim Ah Beni Beni Sen Kalem Ol Ben De Kağıt Yaz Beni Yarim Yarim Çiz Beni Yarim Yarim Çöz Beni Yarim Yarim Ah Beni Beni
Sevdiğim Bir Gün Bana,,Yavuz Top,"Sevdiğim Bir Gün Bana, Yar Demedin Yar Demedin. Gece Gündüz Tenhalarda, Ağlayanım Var Demedin. Ağlayanım Var Demedin, Var Demedin Yar. Seni Sevmek Suç Mu Bana, Ağlıyorum Yana Yana. Bir Merhem Verip Yarama, Sür Demedin Sür Demedin. Sür Demedin Sür Demedin, Sür Demedin Yar. Bir Gün Bana Gül Demedin, Göz Yaşımı Sil Demedin. Bir Ömür Koştum Peşinden, Gel Demedin Gel Demedin. Gel Demedin Gel Demedin, Gel Demedin Yar."
Sevdiğim Dilberin,,Genç Abdal-Yavuz Top,Sevdiğim Dilberin Eşi Benzeri Bulunmaz Bir Zaman Böyle Gider Bu Bu Benim Derdimin Emi Merhemi Bilinmez Bir Zaman Böyle Gider Bu  Türlü Cefa İle Uşşaka Bakıp  Aşkın Ateşini Sineme Çakıp O Güzel Şiveyle Çıkıp Sallanıp Salınmaz Bir Zaman Böyle Gider Bu Şiveyi Naz İle O Güzel Çıkıp Salınmaz Bir Zaman Böyle Gider Bu  Türlü Cefa İle Uşşaka Bakıp  Aşkın Ateşini Sineme Çakıp Genci Bu Devranın Sırrı Nakkaşı Canıma Kar Etti Derdi Gam Taşı Ağlayı Ağlayı Gözümün Yaşı Silinmez Bir Zaman Böyle Gider Bu  Türlü Cefa İle Uşşaka Bakıp  Aşkın Ateşini Sineme Çakıp
Sevdiğim Küçük Yaşta,Rumeli,Rumeli/Eskicuma-Plâktan Yazıldı-Rüstem Avcı,Sevdiğim Küçük Yaşta Derdinden Oldum Hasta Eğer Anam Vermezse Beni Babamdan İste  Aman N'olmuş N'olmuş  Sevdiğim Oğlan Saray'a  Saray'a Katip Olmuş Mendilim Dalda Kaldı Gözlerim Yolda Kaldı  Yetsin Artık Merhamet Sevgilim Nerde Kaldı  Aman N'olmuş N'olmuş  Sevdiğim Oğlan Saray'a  Saray'a Katip Olmuş Yandım Senin Sözüne Kurban Kara Gözüne Dizdize Otururken Hasret Kaldım Yüzüne  Aman N'olmuş N'olmuş  Sevdiğim Oğlan Saray'a  Saray'a Katip Olmuş
Sevdiğim Üstüne Dört Libas Geymiş,Kayseri,Kayseri/Bünyan-Adnan Türköz-Nida Tüfekçi,Sevdiğim Üstüne Dört Libas Geymiş Bir Kara Bir Yeşil Bir Al Bir Beyaz Güzellerde Dört Şey İcad Olunmuş Bir Şive Bir Cilve Bir Eda Bir Naz Eylen Güzel Eylen Bahçana Girdim Domurcuk Güllerin Dermeye Geldim Sevdiğim Göğsünde Dört Nisan Gördüm Bir Elma Bir Ayva Bir Nar Bir Kiraz Ehl-İ Dil Hüsnüne Muhalif Etme Mekteb-İ İrfandan Bir Kadem Gitme Sana Dört Sözüm Var Sakın Unutma Bir Öğren Bir Öğret Bir Oku Bir Yaz
Sevdiğime Varamadım,Ordu,Ordu/Aybastı-Ramadan Çetin-Tuğrul Şan,Sevdiğime Varamadım İpek Çorap Giyemedim Muradıma Eremedim  Abum Abum Gız Abum  Sebebim Sensin Abum  Muradım Olsun Abum Beni Çoban Ettiniz On Binimi Yediniz Günahıma Girdiniz  Abum Abum Gız Abum  Sebebim Sensin Abum  Muradım Olsun Abum Şu Niksar’a Varsalar Sevdiğimi Bulsalar Su Halimi Sorsalar  Abum Abum Gız Abum  Sebebim Sensin Abum  Muradım Olsun Abum
Sevenlere Gönül Verdim,,Sadık Miskini-İsmail Özden,Sevenlere Gönül Verdim Yola Çevirdiler Beni  Damla Bile Değil İdim Göle Çevirdiler Beni Tohumu Döl Eylediler Dikeni Gül Eylediler Yari Bülbül Eylediler Güle Çevirdiler Beni Serimi Sevdaya Saldım Gah Boşandım Gahi Doldum Muhabbet Arısı Oldum Bala Çevirdiler Beni Miskini’yi Eğittiler Dane Dane Öğüttüler Dil Bilmezdim Öğrettiler Dile Çevirdiler Beni
Severim Sultan Cemali,,Sıdkı Baba-Hasan Albayrak,Severim Sultan Cemali Eller Ne Derse Desinler Gönlümden Gitmez Hayali Eller Ne Derse Desinler Gönlüm Bir Sultana Bağlı Aşk Elinden Ciğer Dağlı Lale Sümbül Bahar Çağı Eller Ne Derse Desinler Sefil Sıdkı Düştüm Zara Gönül Arzu Çeker Yara Vasıl Oldum Bir Didara Eller Ne Derse Desinler
Sevgi Mengisi,,Neşat Ertaş,"Yüzün Güzelliği Özün Coşkusu İnsani Var Eden, Sevgidir Sevgi O Dostun Cemali Yürek Tutukusu Gönülü Yar Eden Sevgidir Sevgi Sevgi Dolsun Badelere İçelim Sevgiler Ekelim, Sevgi Biçelim Sevgi Dünyasına Yalan Giremez Sevgiyi Bilmeyen Dosta Eremez Gönüldedir Dostluk Her Can Göremez Perdeyi Kaldıran Sevgidir Sevgi Sevgi Dolsun Badelere İçelim Sevgiler Ekelim, Sevgi Biçelim"
Seyirttim Çıktım Hanaya,Denizli,Denizli-Sıdıka Saraçoğlu-Muzaffer Sarısözen,Seyirttim Çıktım Hanaya Yem Döktüm Allı Danaya Yengeler Gelsin Kınaya Yengesiz Kız Gelin Olmaz Dayısız Hiç Ata Binmez  Git Gelinim Sağlığınan  Sil Gözünü Yağlığınan Sarı Zıbın Geyip Gider Niyendesin Sayıp Gider Anası Evin Beğenmemiş Babası Evin Beğenmemiş Kocam Evi Deyip Gider  Git Gelinim Sağlığınan  Sil Gözünü Yağlığınan
Seyreyle Güzel Kudreti Mevla Neler Eyler,Erzurum,Erzurum-Raci Alkır-Raci Alkır,Seyreyle Güzel Kudret-İ Mevla Neler Eyler  Allaha Sığın Adl-İ Taala Neler Eyler Canana Gönül Vereli Ben Candan Usandım Hem Düşeliden Derdime Dermandan Usandım Meyl Eylemesem Gayrisine Tevbeler Olsun Bu Ân’e Değin Ettiğin İsyandan Usandım Pervane Gibi Yanmağı İster Deli Gönlüm Her Şam-U Seher Ah İle Efgandan Usandım Kalmadı Firak Giryesine Sonra Mecalim Vuslat Dilerem Yarime Hicrandan Usandım Işk İle Enes Oldı Gönül Geçdi Siva’dan Ben Sohbet-İ Nas Ülfet-İ Yarandan Usandım Çün Zerre Vefa Bulmadım İhvan-I Zemandan  Şol Yüzleri Dost Özleri Düşmandan Usandım Vird Edeyim İsmin Hemen Hayret-İ Hakkın Kesret İle Ünsiyet-İ İnsandan Usandım Kuddisi’ye Vahşet Golüben Cümle Siva’dan Der Her Ne Ki Ağyar Var İse Andan Usandım
Seyreyledim Çoğu Hanı,,Aşık Mahzuni Şerif,Seyreyledim Çoğu Hanı  Ey Berçenek Senin Yerin Nerede  Ne Saygısı Kalmış Ne De Erenler  Şakir Baba Gibi Pirin Nerede  Yeşil Bağımızda Ayrıklar Bitmiş  Zeynel'in Bağında Baykuşlar Ötmüş  Bizim Köyün Nuru Çekilmiş Gitmiş  Kahpe Felek Senin Zorun Nerede  Lorşun Yaylasının Dirgen Ali'si  Gülden Güzel Şu Tanırın Yaylası  Hani Berçeneğ'in Ala Delisi  Dost Mahzuni Gibi Körün Nerede
Seyyah Oldum Pazar Pazar Dolaştım,,Aşık Mahzuni Şerif,Seyyah Oldum Pazar Pazar Dolaştım Bir Tüccara Satamadım Ben Beni Koyun Oldum Kuzum İle Meleştim Bir Sürüye Katamadım Ben Beni Dostlar Beni Bir Kazana Koydular Kırk Yıl Yandım Daha Çiğsin Dediler Ölçeğimi Gram Gram Yediler Bir Kantarda Tartamadım Ben Beni Deli Gönlüm Aktı Gitti Engine Çok Boyandım Çok Çiçekler Rengine Bir Mahzuni Demiş Oldum Kendime Olmaz Olsun Atamadım Ben Beni
Seyyah Olup Ayrı Düştüm Elimden,Erzincan,Erzincan/Tercan-Aşık İsmail Daimi,Seyyah Olup Ayrı Düştüm Elimden Bana Da Bir Kanlı Zalimden Oldu Kişi Benlik İle Düşer Belaya Bela Çekmek Bana Dilimden Oldu Her Ağacın Kurdu Özünden Olur Kişinin Kemliği Sözünden Olur El İçin Ağlıyan Gözünden Olur Ağlayan Gözlerim Selinden Oldu Pirsultan Pirinin Damenin Tutar Koç Yiğit Menzile Gün Olur Yeter Havada Durnalar Çığrışır Öter Öten Telli Durnam Telinden Oldu
Seyyah Olup Şu Alemi Gezerim,Erzincan,Erzincan-Yöre Ekibi-Nurettin Dadaloğlu,Seyyah Olup Su Alemi Gezerim  Bir Dost Bulamadım Gün Aksam Oldu  Kendi Efkarımca Okur Yazarım  Bir Dost Bulamadım Gün Aksam Oldu  İki Elim Kalkmaz Oldu Dizimden  Bilmem Amelimden Bilmem Özümden  Akıttım Kanlı Yaş İki Gözümden  Bir Dost Bulamadım Gün Aksam Oldu  Yine Boralandı Dağların Başı  Akıttım Gözümden Kan İle Yaşı  Emaneti Alır Ol Veren Kişi  Bir Dost Bulamadım Gün Aksam Oldu  Bozuk şu Cihanın Pergeri Bozuk  Yazıktır şu Geçen Ömüre Yazık  Tükendi Daneler Kalmadı Azık  Bir Dost Bulamadım Gün Aksam Oldu  Kul Himmet Üstadım Ummana Dalam  Gidenler Gelmedi Bir Haber Alam  Abdal Oldum Çullar Geydim Bir Zaman  Bir Dost Bulamadım Gün Aksam Oldu
Sigaramın İncesi,Manisa,Manisa-Haydar Bayçın-Muzaffer Sarısözen,Sigaramın İncesi (Baylan Cemile'm) Göynümün Eğlencesi Bir Akşam Gel Bir Sabah (Baylan Cemile'm) İlle Cuma Gecesi Kaleden İnişelim (Baylan Cemile'm) Kuş Gibi Dönüşelim Gündüzden Haberim Var (Baylan Cemile'm) Akşama Görüşelim Manisa'nın Üzümü (Baylan Cemile'm) Karartmadı Yüzümü Yedi Yıl Hizmetim Var (Baylan Cemile'm) Dönüverdi Yüzünü
Sildirge Sildirge Yağan Yağmurlar,Ordu,Ordu/Mesudiye-Ramazan Erbaş-Nida Tüfekçi,Sildirge Sildirge Yağan Yağmurlar Annemin Gözünün Yaşına Benzer Bölükçe Bölükçe Kalkan Dumanlar Babamın Evinin Başına Benzer  Hop Ninnaydı Ninnana Ninnana Ninnaydı  Yâr Ninnaydı Ninnana Nanina Ninnaydı Vardım Baktım Şu Derede Ağlıyor Al Yazmasın Çezmiş Çezmiş Bağlıyor Beni Görmüş Gesil Gesil Ağlıyor  Hop Ninnaydı Ninnana Ninnana Ninnaydı  Yâr Ninnaydı Ninnana Nanina Ninnaydı Göğe Bulut Gibi Havalanırsın Sulu Sepken Gibi Yere Yağarsın Nerde Güzel Görsen Ona Bakarsın  Hop Ninnaydı Ninnana Ninnana Ninnaydı  Yâr Ninnaydı Ninnana Nanina Ninnaydı
Silifke'nin Yoğurdu,Mersin,Mersin-Cavit Erden-Muzaffer Sarısözen,"Silifke'nin Yoğurdu, Ah Seni Kimler Doğurdu. Seni Doğuran Ana, Bal İlen Mi Yoğurdu.  Beşiği Çamdan,  Ah Yuvarlandı Damdan.  Anası Pilav Pişirir,  Oğlu Durmaz Aşırır. Kale Kaleye Bakar, Ah Kaleden Sular Akar. Delikanlı Dururken, İhtiyara Kim Bakar. Beşiği Çamdan,  Ah Yuvarlandı Damdan.  Keşke Sevmez Olaydım,  Usanırdım Bu Candan. Bağa Girdim Üzüme, Ah Çıbık Battı Dizime. Çıbık Seni Keserim, Yar Göründü Gözüme. Beşiği Çamdan,  Ah Yuvarlandı Damdan.  Anası Pilav Pişirir,  Oğlu Durmaz Aşırır."
